file,min_altitude_m,max_altitude_m,mean_altitude_m,centroid_x_l93,centroid_y_l93,centroid_lon,centroid_lat,xmin_l93,ymin_l93,xmax_l93,ymax_l93,valid_pixels,nodata_pixels
RGEALTI_FXX_0656_6859_MNT_LAMB93_IGN69.asc,32.72999954223633,56.2599983215332,48.24128723144531,656499.5,6858500.5,2.4074907276200292,48.8250963757021,655999.5,6858000.5,656999.5,6859000.5,1000000,0
RGEALTI_FXX_0656_6860_MNT_LAMB93_IGN69.asc,35.2400016784668,54.06999969482422,46.11749267578125,656499.5,6859500.5,2.4073885061529547,48.83408954918265,655999.5,6859000.5,656999.5,6860000.5,1000000,0
RGEALTI_FXX_0656_6861_MNT_LAMB93_IGN69.asc,37.61000061035156,57.18000030517578,47.33327865600586,656499.5,6860500.5,2.4072862494093523,48.84308265031808,655999.5,6860000.5,656999.5,6861000.5,1000000,0
RGEALTI_FXX_0656_6862_MNT_LAMB93_IGN69.asc,47.119998931884766,66.68000030517578,56.294769287109375,656499.5,6861500.5,2.407183957370958,48.85207567887865,655999.5,6861000.5,656999.5,6862000.5,1000000,0
RGEALTI_FXX_0656_6863_MNT_LAMB93_IGN69.asc,52.90999984741211,98.11000061035156,72.1358871459961,656499.5,6862500.5,2.407081630019495,48.86106863463462,655999.5,6862000.5,656999.5,6863000.5,1000000,0
RGEALTI_FXX_0656_6864_MNT_LAMB93_IGN69.asc,75.9000015258789,128.6199951171875,104.38276672363281,656499.5,6863500.5,2.4069792673366748,48.870061517356184,655999.5,6863000.5,656999.5,6864000.5,1000000,0
RGEALTI_FXX_0656_6865_MNT_LAMB93_IGN69.asc,65.33999633789062,127.45999908447266,103.47245788574219,656499.5,6864500.5,2.4068768693041958,48.879054326813524,655999.5,6864000.5,656999.5,6865000.5,1000000,0
RGEALTI_FXX_0656_6866_MNT_LAMB93_IGN69.asc,52.880001068115234,103.2699966430664,63.7689094543457,656499.5,6865500.5,2.4067744359037446,48.88804706277677,655999.5,6865000.5,656999.5,6866000.5,1000000,0
RGEALTI_FXX_0657_6859_MNT_LAMB93_IGN69.asc,47.09000015258789,62.38999938964844,53.12491226196289,657499.5,6858500.5,2.421110980093228,48.82516308353426,656999.5,6858000.5,657999.5,6859000.5,1000000,0
RGEALTI_FXX_0657_6860_MNT_LAMB93_IGN69.asc,46.779998779296875,55.56999969482422,51.534088134765625,657499.5,6859500.5,2.421011108262319,48.83415626798803,656999.5,6859000.5,657999.5,6860000.5,1000000,0
RGEALTI_FXX_0657_6861_MNT_LAMB93_IGN69.asc,38.25,54.83000183105469,49.50330352783203,657499.5,6860500.5,2.420911201965651,48.843149380098744,656999.5,6860000.5,657999.5,6861000.5,1000000,0
RGEALTI_FXX_0657_6862_MNT_LAMB93_IGN69.asc,45.79999923706055,65.30999755859375,55.20988845825195,657499.5,6861500.5,2.4208112611853796,48.852142419636685,656999.5,6861000.5,657999.5,6862000.5,1000000,0
RGEALTI_FXX_0657_6863_MNT_LAMB93_IGN69.asc,54.84000015258789,115.31999969482422,77.89396667480469,657499.5,6862500.5,2.4207112859036486,48.861135386372126,656999.5,6862000.5,657999.5,6863000.5,1000000,0
RGEALTI_FXX_0657_6864_MNT_LAMB93_IGN69.asc,71.5999984741211,117.13999938964844,100.58866119384766,657499.5,6863500.5,2.420611276102589,48.870128280075214,656999.5,6863000.5,657999.5,6864000.5,1000000,0
RGEALTI_FXX_0658_6858_MNT_LAMB93_IGN69.asc,27.440000534057617,69.11000061035156,41.21310806274414,658499.5,6857500.5,2.4348287555536983,48.81623497283499,657999.5,6857000.5,658999.5,6858000.5,1000000,0
RGEALTI_FXX_0658_6859_MNT_LAMB93_IGN69.asc,52.09000015258789,70.55000305175781,58.40312576293945,658499.5,6858500.5,2.4347312670143526,48.8252282401181,657999.5,6858000.5,658999.5,6859000.5,1000000,0
RGEALTI_FXX_0658_6860_MNT_LAMB93_IGN69.asc,45.400001525878906,56.04999923706055,50.75565719604492,658499.5,6859500.5,2.4346337448374413,48.83422143528991,657999.5,6859000.5,658999.5,6860000.5,1000000,0
RGEALTI_FXX_0658_6861_MNT_LAMB93_IGN69.asc,41.970001220703125,56.43000030517578,50.352577209472656,658499.5,6860500.5,2.4345361890055512,48.84321455812071,657999.5,6860000.5,658999.5,6861000.5,1000000,0
RGEALTI_FXX_0659_6858_MNT_LAMB93_IGN69.asc,29.709999084472656,72.66000366210938,43.762550354003906,659499.5,6857500.5,2.4484467272513513,48.81629856770407,658999.5,6857000.5,659999.5,6858000.5,1000000,0
RGEALTI_FXX_0659_6859_MNT_LAMB93_IGN69.asc,49.220001220703125,67.31999969482422,57.47218704223633,659499.5,6858500.5,2.448351587573042,48.82529184544807,658999.5,6858000.5,659999.5,6859000.5,1000000,0
RGEALTI_FXX_0659_6860_MNT_LAMB93_IGN69.asc,44.040000915527344,57.560001373291016,51.54230499267578,659499.5,6859500.5,2.4482564150675397,48.83428505108276,658999.5,6859000.5,659999.5,6860000.5,1000000,0
RGEALTI_FXX_0659_6861_MNT_LAMB93_IGN69.asc,43.22999954223633,59.040000915527344,50.99338912963867,659499.5,6860500.5,2.4481612097178527,48.843278184378434,658999.5,6860000.5,659999.5,6861000.5,1000000,0
RGEALTI_FXX_0660_6858_MNT_LAMB93_IGN69.asc,29.75,73.31999969482422,47.8432502746582,660499.5,6857500.5,2.4620647317592135,48.816360611568946,659999.5,6857000.5,660999.5,6858000.5,1000000,0
RGEALTI_FXX_0660_6859_MNT_LAMB93_IGN69.asc,34.130001068115234,62.900001525878906,51.63631057739258,660499.5,6858500.5,2.4619719409589207,48.82535389951876,659999.5,6858000.5,660999.5,6859000.5,1000000,0
RGEALTI_FXX_0660_6860_MNT_LAMB93_IGN69.asc,49.900001525878906,61.720001220703125,56.66486358642578,660499.5,6859500.5,2.461879118141821,48.83434711536116,659999.5,6859000.5,660999.5,6860000.5,1000000,0
RGEALTI_FXX_0660_6861_MNT_LAMB93_IGN69.asc,47.02000045776367,76.81999969482422,59.06447982788086,660499.5,6860500.5,2.4617862632913408,48.8433402588665,659999.5,6860000.5,660999.5,6861000.5,1000000,0
RGEALTI_FXX_0661_6860_MNT_LAMB93_IGN69.asc,1.0499999523162842,85.16999816894531,56.60633087158203,661499.5,6859500.5,2.4755018532494804,48.83440762811984,660999.5,6859000.5,661999.5,6860000.5,1000000,0
