file,min_altitude_m,max_altitude_m,mean_altitude_m,centroid_x_l93,centroid_y_l93,centroid_lon,centroid_lat,xmin_l93,ymin_l93,xmax_l93,ymax_l93,valid_pixels,nodata_pixels
RGEALTI_FXX_0654_6864_MNT_LAMB93_IGN69.asc,35.58000183105469,94.54000091552734,57.09288787841797,654499.5,6863500.5,2.3797153566662534,48.86992333436717,653999.5,6863000.5,654999.5,6864000.5,1000000,0
RGEALTI_FXX_0654_6865_MNT_LAMB93_IGN69.asc,50.540000915527344,102.7300033569336,74.06478881835938,654499.5,6864500.5,2.3796082513007177,48.87891612109106,653999.5,6864000.5,654999.5,6865000.5,1000000,0
RGEALTI_FXX_0654_6866_MNT_LAMB93_IGN69.asc,43.72999954223633,67.44999694824219,52.48898696899414,654499.5,6865500.5,2.3795011089415077,48.887908834316534,653999.5,6865000.5,654999.5,6866000.5,1000000,0
RGEALTI_FXX_0654_6867_MNT_LAMB93_IGN69.asc,39.04999923706055,55.88999938964844,46.13508987426758,654499.5,6866500.5,2.3793939295694533,48.89690147381372,653999.5,6866000.5,654999.5,6867000.5,1000000,0
RGEALTI_FXX_0654_6868_MNT_LAMB93_IGN69.asc,35.810001373291016,48.189998626708984,42.296390533447266,654499.5,6867500.5,2.3792867131653717,48.905894039352724,653999.5,6867000.5,654999.5,6868000.5,1000000,0
RGEALTI_FXX_0655_6859_MNT_LAMB93_IGN69.asc,27.389999389648438,50.93000030517578,33.91436004638672,655499.5,6858500.5,2.393870510405105,48.82502811662729,654999.5,6858000.5,655999.5,6859000.5,1000000,0
RGEALTI_FXX_0655_6860_MNT_LAMB93_IGN69.asc,31.040000915527344,53.400001525878906,40.148136138916016,655499.5,6859500.5,2.3937659393201165,48.834021278879476,654999.5,6859000.5,655999.5,6860000.5,1000000,0
RGEALTI_FXX_0655_6861_MNT_LAMB93_IGN69.asc,30.68000030517578,55.290000915527344,47.75360107421875,655499.5,6860500.5,2.3936613321478433,48.84301436878441,654999.5,6860000.5,655999.5,6861000.5,1000000,0
RGEALTI_FXX_0655_6862_MNT_LAMB93_IGN69.asc,37.959999084472656,71.4800033569336,50.434810638427734,655499.5,6861500.5,2.393556688869602,48.85200738611235,654999.5,6861000.5,655999.5,6862000.5,1000000,0
RGEALTI_FXX_0655_6863_MNT_LAMB93_IGN69.asc,44.22999954223633,96.86000061035156,73.05303192138672,655499.5,6862500.5,2.3934520094666962,48.861000330633566,654999.5,6862000.5,655999.5,6863000.5,1000000,0
RGEALTI_FXX_0655_6864_MNT_LAMB93_IGN69.asc,56.689998626708984,129.27000427246094,93.40203094482422,655499.5,6863500.5,2.3933472939204172,48.86999320211822,654999.5,6863000.5,655999.5,6864000.5,1000000,0
RGEALTI_FXX_0655_6865_MNT_LAMB93_IGN69.asc,58.63999938964844,129.1199951171875,97.92444610595703,655499.5,6864500.5,2.3932425422120427,48.878986000336525,654999.5,6864000.5,655999.5,6865000.5,1000000,0
RGEALTI_FXX_0655_6866_MNT_LAMB93_IGN69.asc,46.77000045776367,78.55000305175781,56.92565155029297,655499.5,6865500.5,2.393137754322838,48.88797872505862,654999.5,6865000.5,655999.5,6866000.5,1000000,0
RGEALTI_FXX_0655_6867_MNT_LAMB93_IGN69.asc,38.95000076293945,64.16000366210938,50.566070556640625,655499.5,6866500.5,2.393032930234054,48.896971376054616,654999.5,6866000.5,655999.5,6867000.5,1000000,0
RGEALTI_FXX_0655_6868_MNT_LAMB93_IGN69.asc,37.560001373291016,50.90999984741211,43.52463912963867,655499.5,6867500.5,2.3929280699269313,48.90596395309459,654999.5,6867000.5,655999.5,6868000.5,1000000,0
